listName,phase,trialIndex,cycleIndex,targetId,display,positionId,x,y,size,repetition,isBackDisplay,inputOccluded,previousDisplay,previousPositionId,previousSize,previousInputOccluded,transitionDirection,transitionType,occlusionPrevType
A,main,37,1,D1_P5_Medium_R0,D1,5,0.9,0.5,Medium,0,False,False,D2,8,Medium,False,D2_to_D1,crossDisplay,
A,main,38,1,D1_P1_Medium_R0,D1,1,0.5,0.1,Medium,0,False,False,D1,5,Medium,False,D1_to_D1,sameDisplay,
A,main,39,1,D2_P0_Medium_R0,D2,0,0.1,0.1,Medium,0,True,True,D1,1,Medium,False,D1_to_D2,crossDisplay,front_to_occ
A,main,40,1,D1_P7_Small_R0,D1,7,0.5,0.9,Small,0,False,False,D2,0,Medium,True,D2_to_D1,crossDisplay,
A,main,41,1,D2_P6_Small_R0,D2,6,0.1,0.9,Small,0,True,False,D1,7,Small,False,D1_to_D2,crossDisplay,
A,main,42,1,D2_P1_Medium_R0,D2,1,0.5,0.1,Medium,0,True,True,D2,6,Small,False,D2_to_D2,sameDisplay,back_no_to_occ
A,main,43,1,D1_P6_Small_R0,D1,6,0.1,0.9,Small,0,False,False,D2,1,Medium,True,D2_to_D1,crossDisplay,
A,main,44,1,D1_P4_Large_R0,D1,4,0.5,0.5,Large,0,False,False,D1,6,Small,False,D1_to_D1,sameDisplay,
A,main,45,1,D2_P3_Large_R0,D2,3,0.1,0.5,Large,0,True,False,D1,4,Large,False,D1_to_D2,crossDisplay,
A,main,46,1,D1_P4_Medium_R0,D1,4,0.5,0.5,Medium,0,False,False,D2,3,Large,False,D2_to_D1,crossDisplay,
A,main,47,1,D2_P1_Large_R0,D2,1,0.5,0.1,Large,0,True,True,D1,4,Medium,False,D1_to_D2,crossDisplay,front_to_occ
A,main,48,1,D2_P5_Small_R0,D2,5,0.9,0.5,Small,0,True,False,D2,1,Large,True,D2_to_D2,sameDisplay,
A,main,49,1,D1_P1_Small_R0,D1,1,0.5,0.1,Small,0,False,False,D2,5,Small,False,D2_to_D1,crossDisplay,
A,main,50,1,D2_P0_Large_R0,D2,0,0.1,0.1,Large,0,True,True,D1,1,Small,False,D1_to_D2,crossDisplay,front_to_occ
A,main,51,1,D1_P7_Medium_R0,D1,7,0.5,0.9,Medium,0,False,False,D2,0,Large,True,D2_to_D1,crossDisplay,
A,main,52,1,D2_P2_Medium_R0,D2,2,0.9,0.1,Medium,0,True,True,D1,7,Medium,False,D1_to_D2,crossDisplay,front_to_occ
A,main,53,1,D1_P4_Small_R0,D1,4,0.5,0.5,Small,0,False,False,D2,2,Medium,True,D2_to_D1,crossDisplay,
A,main,54,1,D2_P3_Medium_R0,D2,3,0.1,0.5,Medium,0,True,False,D1,4,Small,False,D1_to_D2,crossDisplay,
A,main,55,2,D2_P8_Medium_R1,D2,8,0.9,0.9,Medium,1,True,False,D2,3,Medium,False,D2_to_D2,sameDisplay,
A,main,56,2,D1_P2_Large_R1,D1,2,0.9,0.1,Large,1,False,False,D2,8,Medium,False,D2_to_D1,crossDisplay,
A,main,57,2,D2_P2_Large_R1,D2,2,0.9,0.1,Large,1,True,True,D1,2,Large,False,D1_to_D2,crossDisplay,front_to_occ
A,main,58,2,D1_P6_Medium_R1,D1,6,0.1,0.9,Medium,1,False,False,D2,2,Large,True,D2_to_D1,crossDisplay,
A,main,59,2,D1_P8_Small_R1,D1,8,0.9,0.9,Small,1,False,False,D1,6,Medium,False,D1_to_D1,sameDisplay,
A,main,60,2,D2_P3_Medium_R1,D2,3,0.1,0.5,Medium,1,True,False,D1,8,Small,False,D1_to_D2,crossDisplay,
A,main,61,2,D1_P8_Large_R1,D1,8,0.9,0.9,Large,1,False,False,D2,3,Medium,False,D2_to_D1,crossDisplay,
A,main,62,2,D1_P5_Small_R1,D1,5,0.9,0.5,Small,1,False,False,D1,8,Large,False,D1_to_D1,sameDisplay,
A,main,63,2,D1_P4_Medium_R1,D1,4,0.5,0.5,Medium,1,False,False,D1,5,Small,False,D1_to_D1,sameDisplay,
A,main,64,2,D1_P6_Large_R1,D1,6,0.1,0.9,Large,1,False,False,D1,4,Medium,False,D1_to_D1,sameDisplay,
A,main,65,2,D1_P2_Medium_R1,D1,2,0.9,0.1,Medium,1,False,False,D1,6,Large,False,D1_to_D1,sameDisplay,
A,main,66,2,D1_P4_Small_R1,D1,4,0.5,0.5,Small,1,False,False,D1,2,Medium,False,D1_to_D1,sameDisplay,
A,main,67,2,D2_P2_Small_R1,D2,2,0.9,0.1,Small,1,True,True,D1,4,Small,False,D1_to_D2,crossDisplay,front_to_occ
A,main,68,2,D2_P3_Large_R1,D2,3,0.1,0.5,Large,1,True,False,D2,2,Small,True,D2_to_D2,sameDisplay,
A,main,69,2,D2_P1_Large_R1,D2,1,0.5,0.1,Large,1,True,True,D2,3,Large,False,D2_to_D2,sameDisplay,back_no_to_occ
A,main,70,2,D1_P1_Small_R1,D1,1,0.5,0.1,Small,1,False,False,D2,1,Large,True,D2_to_D1,crossDisplay,
A,main,71,2,D1_P4_Large_R1,D1,4,0.5,0.5,Large,1,False,False,D1,1,Small,False,D1_to_D1,sameDisplay,
A,main,72,2,D2_P4_Small_R1,D2,4,0.5,0.5,Small,1,True,False,D1,4,Large,False,D1_to_D2,crossDisplay,
A,main,73,2,D1_P6_Small_R1,D1,6,0.1,0.9,Small,1,False,False,D2,4,Small,False,D2_to_D1,crossDisplay,
A,main,74,2,D2_P7_Medium_R1,D2,7,0.5,0.9,Medium,1,True,False,D1,6,Small,False,D1_to_D2,crossDisplay,
A,main,75,2,D2_P8_Large_R1,D2,8,0.9,0.9,Large,1,True,False,D2,7,Medium,False,D2_to_D2,sameDisplay,
A,main,76,2,D2_P4_Large_R1,D2,4,0.5,0.5,Large,1,True,False,D2,8,Large,False,D2_to_D2,sameDisplay,
A,main,77,2,D2_P6_Large_R1,D2,6,0.1,0.9,Large,1,True,False,D2,4,Large,False,D2_to_D2,sameDisplay,
A,main,78,2,D1_P7_Small_R1,D1,7,0.5,0.9,Small,1,False,False,D2,6,Large,False,D2_to_D1,crossDisplay,
A,main,79,2,D2_P0_Large_R1,D2,0,0.1,0.1,Large,1,True,True,D1,7,Small,False,D1_to_D2,crossDisplay,front_to_occ
A,main,80,2,D2_P8_Small_R1,D2,8,0.9,0.9,Small,1,True,False,D2,0,Large,True,D2_to_D2,sameDisplay,
A,main,81,2,D1_P1_Large_R1,D1,1,0.5,0.1,Large,1,False,False,D2,8,Small,False,D2_to_D1,crossDisplay,
A,main,82,2,D2_P5_Medium_R1,D2,5,0.9,0.5,Medium,1,True,False,D1,1,Large,False,D1_to_D2,crossDisplay,
A,main,83,2,D2_P0_Medium_R1,D2,0,0.1,0.1,Medium,1,True,True,D2,5,Medium,False,D2_to_D2,sameDisplay,back_no_to_occ
A,main,84,2,D2_P5_Large_R1,D2,5,0.9,0.5,Large,1,True,False,D2,0,Medium,True,D2_to_D2,sameDisplay,
A,main,85,2,D2_P4_Medium_R1,D2,4,0.5,0.5,Medium,1,True,False,D2,5,Large,False,D2_to_D2,sameDisplay,
A,main,86,2,D2_P1_Medium_R1,D2,1,0.5,0.1,Medium,1,True,True,D2,4,Medium,False,D2_to_D2,sameDisplay,back_no_to_occ
A,main,87,2,D1_P3_Medium_R1,D1,3,0.1,0.5,Medium,1,False,False,D2,1,Medium,True,D2_to_D1,crossDisplay,
A,main,88,2,D2_P1_Small_R1,D2,1,0.5,0.1,Small,1,True,True,D1,3,Medium,False,D1_to_D2,crossDisplay,front_to_occ
A,main,89,2,D2_P6_Medium_R1,D2,6,0.1,0.9,Medium,1,True,False,D2,1,Small,True,D2_to_D2,sameDisplay,
A,main,90,2,D1_P8_Medium_R1,D1,8,0.9,0.9,Medium,1,False,False,D2,6,Medium,False,D2_to_D1,crossDisplay,
A,main,91,2,D2_P5_Small_R1,D2,5,0.9,0.5,Small,1,True,False,D1,8,Medium,False,D1_to_D2,crossDisplay,
A,main,92,2,D1_P1_Medium_R1,D1,1,0.5,0.1,Medium,1,False,False,D2,5,Small,False,D2_to_D1,crossDisplay,
A,main,93,2,D1_P5_Large_R1,D1,5,0.9,0.5,Large,1,False,False,D1,1,Medium,False,D1_to_D1,sameDisplay,
A,main,94,2,D1_P3_Large_R1,D1,3,0.1,0.5,Large,1,False,False,D1,5,Large,False,D1_to_D1,sameDisplay,
A,main,95,2,D2_P0_Small_R1,D2,0,0.1,0.1,Small,1,True,True,D1,3,Large,False,D1_to_D2,crossDisplay,front_to_occ
A,main,96,2,D1_P0_Large_R1,D1,0,0.1,0.1,Large,1,False,False,D2,0,Small,True,D2_to_D1,crossDisplay,
A,main,97,2,D1_P3_Small_R1,D1,3,0.1,0.5,Small,1,False,False,D1,0,Large,False,D1_to_D1,sameDisplay,
A,main,98,2,D2_P3_Small_R1,D2,3,0.1,0.5,Small,1,True,False,D1,3,Small,False,D1_to_D2,crossDisplay,
A,main,99,2,D1_P5_Medium_R1,D1,5,0.9,0.5,Medium,1,False,False,D2,3,Small,False,D2_to_D1,crossDisplay,
A,main,100,2,D1_P0_Small_R1,D1,0,0.1,0.1,Small,1,False,False,D1,5,Medium,False,D1_to_D1,sameDisplay,
A,main,101,2,D2_P7_Small_R1,D2,7,0.5,0.9,Small,1,True,False,D1,0,Small,False,D1_to_D2,crossDisplay,
A,main,102,2,D2_P6_Small_R1,D2,6,0.1,0.9,Small,1,True,False,D2,7,Small,False,D2_to_D2,sameDisplay,
A,main,103,2,D1_P7_Large_R1,D1,7,0.5,0.9,Large,1,False,False,D2,6,Small,False,D2_to_D1,crossDisplay,
A,main,104,2,D1_P0_Medium_R1,D1,0,0.1,0.1,Medium,1,False,False,D1,7,Large,False,D1_to_D1,sameDisplay,
A,main,105,2,D2_P7_Large_R1,D2,7,0.5,0.9,Large,1,True,False,D1,0,Medium,False,D1_to_D2,crossDisplay,
A,main,106,2,D1_P7_Medium_R1,D1,7,0.5,0.9,Medium,1,False,False,D2,7,Large,False,D2_to_D1,crossDisplay,
A,main,107,2,D1_P2_Small_R1,D1,2,0.9,0.1,Small,1,False,False,D1,7,Medium,False,D1_to_D1,sameDisplay,
A,main,108,2,D2_P2_Medium_R1,D2,2,0.9,0.1,Medium,1,True,True,D1,2,Small,False,D1_to_D2,crossDisplay,front_to_occ
B,main,1,1,D2_P8_Small_R0,D2,8,0.9,0.9,Small,0,True,False,,,,,,,
B,main,2,1,D2_P5_Large_R0,D2,5,0.9,0.5,Large,0,True,False,D2,8,Small,False,D2_to_D2,sameDisplay,
B,main,3,1,D2_P7_Medium_R0,D2,7,0.5,0.9,Medium,0,True,False,D2,5,Large,False,D2_to_D2,sameDisplay,
B,main,4,1,D2_P2_Large_R0,D2,2,0.9,0.1,Large,0,True,True,D2,7,Medium,False,D2_to_D2,sameDisplay,back_no_to_occ
B,main,5,1,D1_P1_Large_R0,D1,1,0.5,0.1,Large,0,False,False,D2,2,Large,True,D2_to_D1,crossDisplay,
B,main,6,1,D1_P3_Small_R0,D1,3,0.1,0.5,Small,0,False,False,D1,1,Large,False,D1_to_D1,sameDisplay,
B,main,7,1,D2_P2_Medium_R0,D2,2,0.9,0.1,Medium,0,True,True,D1,3,Small,False,D1_to_D2,crossDisplay,front_to_occ
B,main,8,1,D1_P3_Large_R0,D1,3,0.1,0.5,Large,0,False,False,D2,2,Medium,True,D2_to_D1,crossDisplay,
B,main,9,1,D2_P0_Large_R0,D2,0,0.1,0.1,Large,0,True,True,D1,3,Large,False,D1_to_D2,crossDisplay,front_to_occ
B,main,10,1,D1_P2_Small_R0,D1,2,0.9,0.1,Small,0,False,False,D2,0,Large,True,D2_to_D1,crossDisplay,
B,main,11,1,D1_P6_Small_R0,D1,6,0.1,0.9,Small,0,False,False,D1,2,Small,False,D1_to_D1,sameDisplay,
B,main,12,1,D2_P8_Medium_R0,D2,8,0.9,0.9,Medium,0,True,False,D1,6,Small,False,D1_to_D2,crossDisplay,
B,main,13,1,D1_P3_Medium_R0,D1,3,0.1,0.5,Medium,0,False,False,D2,8,Medium,False,D2_to_D1,crossDisplay,
B,main,14,1,D2_P4_Medium_R0,D2,4,0.5,0.5,Medium,0,True,False,D1,3,Medium,False,D1_to_D2,crossDisplay,
B,main,15,1,D1_P0_Small_R0,D1,0,0.1,0.1,Small,0,False,False,D2,4,Medium,False,D2_to_D1,crossDisplay,
B,main,16,1,D1_P6_Medium_R0,D1,6,0.1,0.9,Medium,0,False,False,D1,0,Small,False,D1_to_D1,sameDisplay,
B,main,17,1,D1_P5_Large_R0,D1,5,0.9,0.5,Large,0,False,False,D1,6,Medium,False,D1_to_D1,sameDisplay,
B,main,18,1,D2_P7_Large_R0,D2,7,0.5,0.9,Large,0,True,False,D1,5,Large,False,D1_to_D2,crossDisplay,
B,main,19,1,D2_P6_Medium_R0,D2,6,0.1,0.9,Medium,0,True,False,D2,7,Large,False,D2_to_D2,sameDisplay,
B,main,20,1,D1_P2_Large_R0,D1,2,0.9,0.1,Large,0,False,False,D2,6,Medium,False,D2_to_D1,crossDisplay,
B,main,21,1,D1_P5_Medium_R0,D1,5,0.9,0.5,Medium,0,False,False,D1,2,Large,False,D1_to_D1,sameDisplay,
B,main,22,1,D1_P2_Medium_R0,D1,2,0.9,0.1,Medium,0,False,False,D1,5,Medium,False,D1_to_D1,sameDisplay,
B,main,23,1,D1_P0_Medium_R0,D1,0,0.1,0.1,Medium,0,False,False,D1,2,Medium,False,D1_to_D1,sameDisplay,
B,main,24,1,D1_P7_Small_R0,D1,7,0.5,0.9,Small,0,False,False,D1,0,Medium,False,D1_to_D1,sameDisplay,
B,main,25,1,D2_P1_Large_R0,D2,1,0.5,0.1,Large,0,True,True,D1,7,Small,False,D1_to_D2,crossDisplay,front_to_occ
B,main,26,1,D1_P7_Medium_R0,D1,7,0.5,0.9,Medium,0,False,False,D2,1,Large,True,D2_to_D1,crossDisplay,
B,main,27,1,D1_P4_Large_R0,D1,4,0.5,0.5,Large,0,False,False,D1,7,Medium,False,D1_to_D1,sameDisplay,
B,main,28,1,D1_P7_Large_R0,D1,7,0.5,0.9,Large,0,False,False,D1,4,Large,False,D1_to_D1,sameDisplay,
B,main,29,1,D1_P4_Medium_R0,D1,4,0.5,0.5,Medium,0,False,False,D1,7,Large,False,D1_to_D1,sameDisplay,
B,main,30,1,D1_P1_Medium_R0,D1,1,0.5,0.1,Medium,0,False,False,D1,4,Medium,False,D1_to_D1,sameDisplay,
B,main,31,1,D2_P3_Small_R0,D2,3,0.1,0.5,Small,0,True,False,D1,1,Medium,False,D1_to_D2,crossDisplay,
B,main,32,1,D2_P6_Small_R0,D2,6,0.1,0.9,Small,0,True,False,D2,3,Small,False,D2_to_D2,sameDisplay,
B,main,33,1,D2_P3_Large_R0,D2,3,0.1,0.5,Large,0,True,False,D2,6,Small,False,D2_to_D2,sameDisplay,
B,main,34,1,D2_P4_Small_R0,D2,4,0.5,0.5,Small,0,True,False,D2,3,Large,False,D2_to_D2,sameDisplay,
B,main,35,1,D2_P3_Medium_R0,D2,3,0.1,0.5,Medium,0,True,False,D2,4,Small,False,D2_to_D2,sameDisplay,
B,main,36,1,D2_P1_Medium_R0,D2,1,0.5,0.1,Medium,0,True,True,D2,3,Medium,False,D2_to_D2,sameDisplay,back_no_to_occ
B,main,37,1,D1_P5_Small_R0,D1,5,0.9,0.5,Small,0,False,False,D2,1,Medium,True,D2_to_D1,crossDisplay,
B,main,38,1,D2_P6_Large_R0,D2,6,0.1,0.9,Large,0,True,False,D1,5,Small,False,D1_to_D2,crossDisplay,
B,main,39,1,D1_P6_Large_R0,D1,6,0.1,0.9,Large,0,False,False,D2,6,Large,False,D2_to_D1,crossDisplay,
B,main,40,1,D2_P2_Small_R0,D2,2,0.9,0.1,Small,0,True,True,D1,6,Large,False,D1_to_D2,crossDisplay,front_to_occ
B,main,41,1,D1_P0_Large_R0,D1,0,0.1,0.1,Large,0,False,False,D2,2,Small,True,D2_to_D1,crossDisplay,
B,main,42,1,D2_P5_Small_R0,D2,5,0.9,0.5,Small,0,True,False,D1,0,Large,False,D1_to_D2,crossDisplay,
B,main,43,1,D2_P0_Medium_R0,D2,0,0.1,0.1,Medium,0,True,True,D2,5,Small,False,D2_to_D2,sameDisplay,back_no_to_occ
B,main,44,1,D1_P1_Small_R0,D1,1,0.5,0.1,Small,0,False,False,D2,0,Medium,True,D2_to_D1,crossDisplay,
B,main,45,1,D2_P0_Small_R0,D2,0,0.1,0.1,Small,0,True,True,D1,1,Small,False,D1_to_D2,crossDisplay,front_to_occ
B,main,46,1,D1_P8_Medium_R0,D1,8,0.9,0.9,Medium,0,False,False,D2,0,Small,True,D2_to_D1,crossDisplay,
B,main,47,1,D2_P5_Medium_R0,D2,5,0.9,0.5,Medium,0,True,False,D1,8,Medium,False,D1_to_D2,crossDisplay,
B,main,48,1,D2_P8_Large_R0,D2,8,0.9,0.9,Large,0,True,False,D2,5,Medium,False,D2_to_D2,sameDisplay,
B,main,49,1,D1_P4_Small_R0,D1,4,0.5,0.5,Small,0,False,False,D2,8,Large,False,D2_to_D1,crossDisplay,
B,main,50,1,D1_P8_Large_R0,D1,8,0.9,0.9,Large,0,False,False,D1,4,Small,False,D1_to_D1,sameDisplay,
B,main,51,1,D2_P1_Small_R0,D2,1,0.5,0.1,Small,0,True,True,D1,8,Large,False,D1_to_D2,crossDisplay,front_to_occ
B,main,52,1,D2_P4_Large_R0,D2,4,0.5,0.5,Large,0,True,False,D2,1,Small,True,D2_to_D2,sameDisplay,
B,main,53,1,D1_P8_Small_R0,D1,8,0.9,0.9,Small,0,False,False,D2,4,Large,False,D2_to_D1,crossDisplay,
B,main,54,1,D2_P7_Small_R0,D2,7,0.5,0.9,Small,0,True,False,D1,8,Small,False,D1_to_D2,crossDisplay,
B,main,55,2,D2_P1_Medium_R1,D2,1,0.5,0.1,Medium,1,True,True,D2,7,Small,False,D2_to_D2,sameDisplay,back_no_to_occ
B,main,56,2,D2_P4_Small_R1,D2,4,0.5,0.5,Small,1,True,False,D2,1,Medium,True,D2_to_D2,sameDisplay,
B,main,57,2,D1_P6_Large_R1,D1,6,0.1,0.9,Large,1,False,False,D2,4,Small,False,D2_to_D1,crossDisplay,
B,main,58,2,D2_P3_Large_R1,D2,3,0.1,0.5,Large,1,True,False,D1,6,Large,False,D1_to_D2,crossDisplay,
B,main,59,2,D1_P7_Large_R1,D1,7,0.5,0.9,Large,1,False,False,D2,3,Large,False,D2_to_D1,crossDisplay,
B,main,60,2,D1_P0_Medium_R1,D1,0,0.1,0.1,Medium,1,False,False,D1,7,Large,False,D1_to_D1,sameDisplay,
B,main,61,2,D1_P2_Large_R1,D1,2,0.9,0.1,Large,1,False,False,D1,0,Medium,False,D1_to_D1,sameDisplay,
B,main,62,2,D2_P7_Small_R1,D2,7,0.5,0.9,Small,1,True,False,D1,2,Large,False,D1_to_D2,crossDisplay,
B,main,63,2,D2_P1_Small_R1,D2,1,0.5,0.1,Small,1,True,True,D2,7,Small,False,D2_to_D2,sameDisplay,back_no_to_occ
B,main,64,2,D2_P0_Medium_R1,D2,0,0.1,0.1,Medium,1,True,True,D2,1,Small,True,D2_to_D2,sameDisplay,occ_to_occ
B,main,65,2,D1_P3_Small_R1,D1,3,0.1,0.5,Small,1,False,False,D2,0,Medium,True,D2_to_D1,crossDisplay,
B,main,66,2,D2_P8_Large_R1,D2,8,0.9,0.9,Large,1,True,False,D1,3,Small,False,D1_to_D2,crossDisplay,
B,main,67,2,D2_P5_Small_R1,D2,5,0.9,0.5,Small,1,True,False,D2,8,Large,False,D2_to_D2,sameDisplay,
B,main,68,2,D2_P2_Small_R1,D2,2,0.9,0.1,Small,1,True,True,D2,5,Small,False,D2_to_D2,sameDisplay,back_no_to_occ
B,main,69,2,D1_P1_Medium_R1,D1,1,0.5,0.1,Medium,1,False,False,D2,2,Small,True,D2_to_D1,crossDisplay,
B,main,70,2,D2_P2_Medium_R1,D2,2,0.9,0.1,Medium,1,True,True,D1,1,Medium,False,D1_to_D2,crossDisplay,front_to_occ
B,main,71,2,D2_P4_Medium_R1,D2,4,0.5,0.5,Medium,1,True,False,D2,2,Medium,True,D2_to_D2,sameDisplay,
B,main,72,2,D2_P2_Large_R1,D2,2,0.9,0.1,Large,1,True,True,D2,4,Medium,False,D2_to_D2,sameDisplay,back_no_to_occ
B,main,73,2,D1_P5_Medium_R1,D1,5,0.9,0.5,Medium,1,False,False,D2,2,Large,True,D2_to_D1,crossDisplay,
B,main,74,2,D1_P0_Large_R1,D1,0,0.1,0.1,Large,1,False,False,D1,5,Medium,False,D1_to_D1,sameDisplay,
B,main,75,2,D1_P3_Medium_R1,D1,3,0.1,0.5,Medium,1,False,False,D1,0,Large,False,D1_to_D1,sameDisplay,
B,main,76,2,D1_P0_Small_R1,D1,0,0.1,0.1,Small,1,False,False,D1,3,Medium,False,D1_to_D1,sameDisplay,
B,main,77,2,D2_P6_Small_R1,D2,6,0.1,0.9,Small,1,True,False,D1,0,Small,False,D1_to_D2,crossDisplay,
B,main,78,2,D1_P2_Small_R1,D1,2,0.9,0.1,Small,1,False,False,D2,6,Small,False,D2_to_D1,crossDisplay,
B,main,79,2,D2_P3_Small_R1,D2,3,0.1,0.5,Small,1,True,False,D1,2,Small,False,D1_to_D2,crossDisplay,
B,main,80,2,D1_P8_Large_R1,D1,8,0.9,0.9,Large,1,False,False,D2,3,Small,False,D2_to_D1,crossDisplay,
B,main,81,2,D1_P3_Large_R1,D1,3,0.1,0.5,Large,1,False,False,D1,8,Large,False,D1_to_D1,sameDisplay,
B,main,82,2,D1_P5_Large_R1,D1,5,0.9,0.5,Large,1,False,False,D1,3,Large,False,D1_to_D1,sameDisplay,
B,main,83,2,D1_P2_Medium_R1,D1,2,0.9,0.1,Medium,1,False,False,D1,5,Large,False,D1_to_D1,sameDisplay,
B,main,84,2,D1_P1_Large_R1,D1,1,0.5,0.1,Large,1,False,False,D1,2,Medium,False,D1_to_D1,sameDisplay,
B,main,85,2,D1_P4_Medium_R1,D1,4,0.5,0.5,Medium,1,False,False,D1,1,Large,False,D1_to_D1,sameDisplay,
B,main,86,2,D2_P1_Large_R1,D2,1,0.5,0.1,Large,1,True,True,D1,4,Medium,False,D1_to_D2,crossDisplay,front_to_occ
B,main,87,2,D2_P3_Medium_R1,D2,3,0.1,0.5,Medium,1,True,False,D2,1,Large,True,D2_to_D2,sameDisplay,
B,main,88,2,D1_P8_Medium_R1,D1,8,0.9,0.9,Medium,1,False,False,D2,3,Medium,False,D2_to_D1,crossDisplay,
B,main,89,2,D2_P5_Medium_R1,D2,5,0.9,0.5,Medium,1,True,False,D1,8,Medium,False,D1_to_D2,crossDisplay,
